,,数据来自快易数据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,美国,总和生育率,,,加拿大,,,,英国,,,,巴西,,,,印度,,,,韩国,,,,日本,,,,越南,,,,Niger,,,,法国,,,,德国,,,,阿富汗,
Year,,Population,Fertility,,,Population,Fertility,,,Population,Fertility,,,Population,Fertility,,,Population,Fertility,,,Population,Fertility,,,Population,Fertility,,,Population,Fertility,,,Population,Fertility,,,Population,Fertility,,,Population,Fertility,,,Population,Fertility
1972,"2.1亿 (209,896,000)",209.90 ,2.01,,"2.22千万 (22,218,463)",22.22 ,1.98,,"5.61千万 (56,086,065)",56.09 ,2.2,,"9.99千万 (99,859,383)",99.86 ,4.71,,"5.81亿 (581,087,256)",581.09 ,5.44,,"3.35千万 (33,505,406)",33.51 ,4.12,,"1.07亿 (107,188,000)",107.19 ,2.14,,"4.55千万 (45,548,479)",45.55 ,6.35,,"4.77百万 (4,768,227)",4.77 ,7.6,,"5.28千万 (52,793,138)",52.79 ,2.38,,"7.87千万 (78,688,452)",78.69 ,1.71,,"1.18千万 (11,791,215)",11.79 ,7.45
1971,"2.08亿 (207,661,000)",207.66 ,2.27,,"2.2千万 (21,962,032)",21.96 ,2.14,,"5.59千万 (55,896,223)",55.90 ,2.41,,"9.75千万 (97,482,920)",97.48 ,4.84,,"5.68亿 (567,868,018)",567.87 ,5.52,,"3.29千万 (32,882,704)",32.88 ,4.54,,"1.06亿 (105,697,000)",105.70 ,2.16,,"4.45千万 (44,484,035)",44.48 ,6.42,,"4.64百万 (4,637,988)",4.64 ,7.58,,"5.24千万 (52,371,342)",52.37 ,2.47,,"7.83千万 (78,312,842)",78.31 ,1.92,,"1.15千万 (11,475,445)",11.48 ,7.45
1970,"2.05亿 (205,052,000)",205.05 ,2.48,,"2.13千万 (21,324,000)",21.32 ,2.26,,"5.57千万 (55,663,250)",55.66 ,2.44,,"9.51千万 (95,113,265)",95.11 ,4.97,,"5.55亿 (555,189,792)",555.19 ,5.59,,"3.22千万 (32,240,827)",32.24 ,4.53,,"1.04亿 (104,345,000)",104.35 ,2.13,,"4.34千万 (43,404,793)",43.40 ,6.46,,"4.51百万 (4,510,644)",4.51 ,7.57,,"5.2千万 (51,957,738)",51.96 ,2.55,,"7.82千万 (78,169,289)",78.17 ,2.03,,"1.12千万 (11,173,642)",11.17 ,7.45
1969,"2.03亿 (202,677,000)",202.68 ,2.46,,"2.1千万 (21,028,000)",21.03 ,2.33,,"5.54千万 (55,441,750)",55.44 ,2.51,,"9.27千万 (92,746,614)",92.75 ,5.12,,"5.43亿 (543,084,336)",543.08 ,5.65,,"3.15千万 (31,544,266)",31.54 ,4.47,,"1.03亿 (103,172,000)",103.17 ,2.13,,"4.23千万 (42,307,146)",42.31 ,6.49,,"4.39百万 (4,385,927)",4.39 ,7.56,,"5.16千万 (51,561,836)",51.56 ,2.62,,"7.79千万 (77,909,682)",77.91 ,2.21,,"1.09千万 (10,893,776)",10.89 ,7.45
1968,"2.01亿 (200,706,000)",200.71 ,2.46,,"2.07千万 (20,744,000)",20.74 ,2.39,,"5.52千万 (55,211,700)",55.21 ,2.6,,"9.04千万 (90,387,079)",90.39 ,5.27,,"5.32亿 (531,513,824)",531.51 ,5.7,,"3.08千万 (30,838,302)",30.84 ,4.62,,"1.01亿 (101,061,000)",101.06 ,2.13,,"4.12千万 (41,193,601)",41.19 ,6.49,,"4.26百万 (4,263,927)",4.26 ,7.55,,"5.12千万 (51,175,508)",51.18 ,2.69,,"7.73千万 (77,294,314)",77.29 ,2.38,,"1.06千万 (10,637,063)",10.64 ,7.45
1967,"1.99亿 (198,712,000)",198.71 ,2.56,,"2.04千万 (20,412,000)",20.41 ,2.53,,"5.49千万 (54,943,600)",54.94 ,2.68,,"8.8千万 (88,035,814)",88.04 ,5.42,,"5.2亿 (520,400,576)",520.40 ,5.75,,"3.01千万 (30,130,983)",30.13 ,4.77,,"1.01亿 (100,725,000)",100.73 ,2.02,,"4.01千万 (40,072,948)",40.07 ,6.49,,"4.14百万 (4,144,592)",4.14 ,7.54,,"5.08千万 (50,775,794)",50.78 ,2.75,,"7.7千万 (76,951,336)",76.95 ,2.48,,"1.04千万 (10,399,926)",10.40 ,7.45
1966,"1.97亿 (196,560,000)",196.56 ,2.72,,"2.0千万 (20,048,000)",20.05 ,2.75,,"5.46千万 (54,648,500)",54.65 ,2.78,,"8.57千万 (85,696,505)",85.70 ,5.57,,"5.1亿 (509,631,500)",509.63 ,5.79,,"2.94千万 (29,435,571)",29.44 ,4.94,,"9.98千万 (99,790,000)",99.79 ,1.58,,"3.9千万 (38,958,048)",38.96 ,6.49,,"4.03百万 (4,027,963)",4.03 ,7.54,,"5.03千万 (50,330,262)",50.33 ,2.8,,"7.66千万 (76,600,311)",76.60 ,2.53,,"1.02千万 (10,174,836)",10.17 ,7.45
1965,"1.94亿 (194,303,000)",194.30 ,2.91,,"1.97千万 (19,678,000)",19.68 ,3.12,,"5.43千万 (54,348,050)",54.35 ,2.86,,"8.34千万 (83,373,530)",83.37 ,5.7,,"4.99亿 (499,123,324)",499.12 ,5.83,,"2.87千万 (28,704,674)",28.70 ,5.13,,"9.89千万 (98,883,000)",98.88 ,2.14,,"3.79千万 (37,858,951)",37.86 ,6.47,,"3.91百万 (3,914,117)",3.91 ,7.53,,"4.98千万 (49,818,028)",49.82 ,2.84,,"7.6千万 (75,963,695)",75.96 ,2.5,,"9.96百万 (9,956,320)",9.96 ,7.45
1964,"1.92亿 (191,889,000)",191.89 ,3.19,,"1.93千万 (19,325,000)",19.33 ,3.46,,"5.4千万 (54,000,000)",54.00 ,2.93,,"8.11千万 (81,064,571)",81.06 ,5.82,,"4.89亿 (488,848,135)",488.85 ,5.86,,"2.8千万 (27,984,155)",27.98 ,5.33,,"9.78千万 (97,826,000)",97.83 ,2.05,,"3.68千万 (36,779,999)",36.78 ,6.46,,"3.8百万 (3,802,803)",3.80 ,7.52,,"4.92千万 (49,230,595)",49.23 ,2.87,,"7.53千万 (75,318,337)",75.32 ,2.54,,"9.74百万 (9,744,781)",9.74 ,7.45
1963,"1.89亿 (189,242,000)",189.24 ,3.32,,"1.9千万 (18,964,000)",18.96 ,3.61,,"5.37千万 (53,650,000)",53.65 ,2.88,,"7.88千万 (78,772,657)",78.77 ,5.91,,"4.79亿 (478,825,608)",478.83 ,5.88,,"2.73千万 (27,261,747)",27.26 ,5.53,,"9.68千万 (96,812,000)",96.81 ,2.02,,"3.57千万 (35,721,217)",35.72 ,6.45,,"3.69百万 (3,693,980)",3.69 ,7.5,,"4.86千万 (48,582,611)",48.58 ,2.89,,"7.47千万 (74,714,353)",74.71 ,2.51,,"9.54百万 (9,543,205)",9.54 ,7.45
1962,"1.87亿 (186,538,000)",186.54 ,3.46,,"1.86千万 (18,614,000)",18.61 ,3.68,,"5.33千万 (53,250,000)",53.25 ,2.86,,"7.65千万 (76,514,328)",76.51 ,5.98,,"4.69亿 (469,077,190)",469.08 ,5.89,,"2.65千万 (26,513,030)",26.51 ,5.74,,"9.58千万 (95,832,000)",95.83 ,2.01,,"3.47千万 (34,683,407)",34.68 ,6.42,,"3.59百万 (3,588,228)",3.59 ,7.49,,"4.79千万 (47,904,877)",47.90 ,2.89,,"7.4千万 (74,025,784)",74.03 ,2.44,,"9.35百万 (9,351,441)",9.35 ,7.45
1961,"1.84亿 (183,691,000)",183.69 ,3.62,,"1.83千万 (18,271,000)",18.27 ,3.75,,"5.28千万 (52,800,000)",52.80 ,2.78,,"7.43千万 (74,311,343)",74.31 ,6.03,,"4.6亿 (459,642,165)",459.64 ,5.9,,"2.58千万 (25,765,673)",25.77 ,5.93,,"9.49千万 (94,943,000)",94.94 ,2.05,,"3.37千万 (33,666,110)",33.67 ,6.39,,"3.49百万 (3,486,326)",3.49 ,7.47,,"4.72千万 (47,240,543)",47.24 ,2.87,,"7.34千万 (73,377,632)",73.38 ,2.45,,"9.17百万 (9,169,410)",9.17 ,7.45
1960,"1.81亿 (180,671,000)",180.67 ,3.65,,"1.79千万 (17,909,009)",17.91 ,3.81,,"5.24千万 (52,400,000)",52.40 ,2.69,,"7.22千万 (72,179,226)",72.18 ,6.06,,"4.51亿 (450,547,679)",450.55 ,5.91,,"2.5千万 (25,012,374)",25.01 ,6.09,,"9.25千万 (92,500,572)",92.50 ,2,,"3.27千万 (32,670,039)",32.67 ,6.35,,"3.39百万 (3,388,764)",3.39 ,7.45,,"4.66千万 (46,621,669)",46.62 ,2.85,,"7.28千万 (72,814,900)",72.81 ,2.37,,"9.0百万 (8,996,973)",9.00 ,7.45
1959,"1.78亿 (177,622,013)",177.62 ,,,"1.75千万 (17,502,043)",17.50 ,,,"5.22千万 (52,218,942)",52.22 ,,,"7.01千万 (70,146,513)",70.15 ,6.08,,"4.41亿 (440,813,896)",440.81 ,5.91,,"2.43千万 (24,295,670)",24.30 ,6.22,,"9.17千万 (91,681,328)",91.68 ,2.04,,"3.17千万 (31,698,431)",31.70 ,6.29,,"3.3百万 (3,295,583)",3.30 ,7.43,,"4.62千万 (46,242,129)",46.24 ,2.82,,"7.22千万 (72,247,225)",72.25 ,,,"8.83百万 (8,834,445)",8.83 ,7.45
