,数据来自快易数据,,,总和生育率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,美国,,,加拿大,,,英国,,,巴西,,,印度,,,韩国,,,日本,,,越南,,,Niger,,,法国,,,德国,,,阿富汗,
Year,Population,Fertility,,Population,Fertility,,Population,Fertility,,Population,Fertility,,Population,Fertility,,Population,Fertility,,Population,Fertility,,Population,Fertility,,Population,Fertility,,Population,Fertility,,Population,Fertility,,Population,Fertility
1975,"2.16亿 (215,973,000)",1.77,,"2.31千万 (23,143,275)",1.82,,"5.62千万 (56,225,800)",1.81,,"1.07亿 (107,216,205)",4.42,,"6.23亿 (623,102,897)",5.19,,"3.53千万 (35,280,725)",3.43,,"1.12亿 (111,940,000)",1.91,,"4.87千万 (48,718,189)",5.97,,"5.18百万 (5,184,941)",7.67,,"5.39千万 (53,931,390)",2.09,,"7.87千万 (78,673,554)",1.45,,"1.27千万 (12,689,160)",7.45
1974,"2.14亿 (213,854,000)",1.83,,"2.28千万 (22,807,969)",1.84,,"5.62千万 (56,229,974)",1.92,,"1.05亿 (104,706,198)",4.5,,"6.09亿 (608,802,600)",5.28,,"3.47千万 (34,692,266)",3.77,,"1.1亿 (110,162,000)",2.05,,"4.77千万 (47,657,561)",6.13,,"5.04百万 (5,040,798)",7.64,,"5.36千万 (53,592,233)",2.18,,"7.9千万 (78,967,433)",1.51,,"1.24千万 (12,412,950)",7.45
1973,"2.12亿 (211,909,000)",1.88,,"2.25千万 (22,491,777)",1.89,,"5.62千万 (56,194,527)",2.04,,"1.02亿 (102,259,497)",4.6,,"5.95亿 (594,770,134)",5.36,,"3.41千万 (34,103,149)",4.07,,"1.08亿 (108,079,000)",2.14,,"4.66千万 (46,603,525)",6.25,,"4.9百万 (4,902,151)",7.62,,"5.32千万 (53,207,734)",2.28,,"7.89千万 (78,936,666)",1.54,,"1.21千万 (12,108,963)",7.45
1972,"2.1亿 (209,896,000)",2.01,,"2.22千万 (22,218,463)",1.98,,"5.61千万 (56,086,065)",2.2,,"9.99千万 (99,859,383)",4.71,,"5.81亿 (581,087,256)",5.44,,"3.35千万 (33,505,406)",4.12,,"1.07亿 (107,188,000)",2.14,,"4.55千万 (45,548,479)",6.35,,"4.77百万 (4,768,227)",7.6,,"5.28千万 (52,793,138)",2.38,,"7.87千万 (78,688,452)",1.71,,"1.18千万 (11,791,215)",7.45
1971,"2.08亿 (207,661,000)",2.27,,"2.2千万 (21,962,032)",2.14,,"5.59千万 (55,896,223)",2.41,,"9.75千万 (97,482,920)",4.84,,"5.68亿 (567,868,018)",5.52,,"3.29千万 (32,882,704)",4.54,,"1.06亿 (105,697,000)",2.16,,"4.45千万 (44,484,035)",6.42,,"4.64百万 (4,637,988)",7.58,,"5.24千万 (52,371,342)",2.47,,"7.83千万 (78,312,842)",1.92,,"1.15千万 (11,475,445)",7.45
1970,"2.05亿 (205,052,000)",2.48,,"2.13千万 (21,324,000)",2.26,,"5.57千万 (55,663,250)",2.44,,"9.51千万 (95,113,265)",4.97,,"5.55亿 (555,189,792)",5.59,,"3.22千万 (32,240,827)",4.53,,"1.04亿 (104,345,000)",2.13,,"4.34千万 (43,404,793)",6.46,,"4.51百万 (4,510,644)",7.57,,"5.2千万 (51,957,738)",2.55,,"7.82千万 (78,169,289)",2.03,,"1.12千万 (11,173,642)",7.45
1969,"2.03亿 (202,677,000)",2.46,,"2.1千万 (21,028,000)",2.33,,"5.54千万 (55,441,750)",2.51,,"9.27千万 (92,746,614)",5.12,,"5.43亿 (543,084,336)",5.65,,"3.15千万 (31,544,266)",4.47,,"1.03亿 (103,172,000)",2.13,,"4.23千万 (42,307,146)",6.49,,"4.39百万 (4,385,927)",7.56,,"5.16千万 (51,561,836)",2.62,,"7.79千万 (77,909,682)",2.21,,"1.09千万 (10,893,776)",7.45
1968,"2.01亿 (200,706,000)",2.46,,"2.07千万 (20,744,000)",2.39,,"5.52千万 (55,211,700)",2.6,,"9.04千万 (90,387,079)",5.27,,"5.32亿 (531,513,824)",5.7,,"3.08千万 (30,838,302)",4.62,,"1.01亿 (101,061,000)",2.13,,"4.12千万 (41,193,601)",6.49,,"4.26百万 (4,263,927)",7.55,,"5.12千万 (51,175,508)",2.69,,"7.73千万 (77,294,314)",2.38,,"1.06千万 (10,637,063)",7.45
1967,"1.99亿 (198,712,000)",2.56,,"2.04千万 (20,412,000)",2.53,,"5.49千万 (54,943,600)",2.68,,"8.8千万 (88,035,814)",5.42,,"5.2亿 (520,400,576)",5.75,,"3.01千万 (30,130,983)",4.77,,"1.01亿 (100,725,000)",2.02,,"4.01千万 (40,072,948)",6.49,,"4.14百万 (4,144,592)",7.54,,"5.08千万 (50,775,794)",2.75,,"7.7千万 (76,951,336)",2.48,,"1.04千万 (10,399,926)",7.45
1966,"1.97亿 (196,560,000)",2.72,,"2.0千万 (20,048,000)",2.75,,"5.46千万 (54,648,500)",2.78,,"8.57千万 (85,696,505)",5.57,,"5.1亿 (509,631,500)",5.79,,"2.94千万 (29,435,571)",4.94,,"9.98千万 (99,790,000)",1.58,,"3.9千万 (38,958,048)",6.49,,"4.03百万 (4,027,963)",7.54,,"5.03千万 (50,330,262)",2.8,,"7.66千万 (76,600,311)",2.53,,"1.02千万 (10,174,836)",7.45
1965,"1.94亿 (194,303,000)",2.91,,"1.97千万 (19,678,000)",3.12,,"5.43千万 (54,348,050)",2.86,,"8.34千万 (83,373,530)",5.7,,"4.99亿 (499,123,324)",5.83,,"2.87千万 (28,704,674)",5.13,,"9.89千万 (98,883,000)",2.14,,"3.79千万 (37,858,951)",6.47,,"3.91百万 (3,914,117)",7.53,,"4.98千万 (49,818,028)",2.84,,"7.6千万 (75,963,695)",2.5,,"9.96百万 (9,956,320)",7.45
1964,"1.92亿 (191,889,000)",3.19,,"1.93千万 (19,325,000)",3.46,,"5.4千万 (54,000,000)",2.93,,"8.11千万 (81,064,571)",5.82,,"4.89亿 (488,848,135)",5.86,,"2.8千万 (27,984,155)",5.33,,"9.78千万 (97,826,000)",2.05,,"3.68千万 (36,779,999)",6.46,,"3.8百万 (3,802,803)",7.52,,"4.92千万 (49,230,595)",2.87,,"7.53千万 (75,318,337)",2.54,,"9.74百万 (9,744,781)",7.45
1963,"1.89亿 (189,242,000)",3.32,,"1.9千万 (18,964,000)",3.61,,"5.37千万 (53,650,000)",2.88,,"7.88千万 (78,772,657)",5.91,,"4.79亿 (478,825,608)",5.88,,"2.73千万 (27,261,747)",5.53,,"9.68千万 (96,812,000)",2.02,,"3.57千万 (35,721,217)",6.45,,"3.69百万 (3,693,980)",7.5,,"4.86千万 (48,582,611)",2.89,,"7.47千万 (74,714,353)",2.51,,"9.54百万 (9,543,205)",7.45
1962,"1.87亿 (186,538,000)",3.46,,"1.86千万 (18,614,000)",3.68,,"5.33千万 (53,250,000)",2.86,,"7.65千万 (76,514,328)",5.98,,"4.69亿 (469,077,190)",5.89,,"2.65千万 (26,513,030)",5.74,,"9.58千万 (95,832,000)",2.01,,"3.47千万 (34,683,407)",6.42,,"3.59百万 (3,588,228)",7.49,,"4.79千万 (47,904,877)",2.89,,"7.4千万 (74,025,784)",2.44,,"9.35百万 (9,351,441)",7.45
1961,"1.84亿 (183,691,000)",3.62,,"1.83千万 (18,271,000)",3.75,,"5.28千万 (52,800,000)",2.78,,"7.43千万 (74,311,343)",6.03,,"4.6亿 (459,642,165)",5.9,,"2.58千万 (25,765,673)",5.93,,"9.49千万 (94,943,000)",2.05,,"3.37千万 (33,666,110)",6.39,,"3.49百万 (3,486,326)",7.47,,"4.72千万 (47,240,543)",2.87,,"7.34千万 (73,377,632)",2.45,,"9.17百万 (9,169,410)",7.45
1960,"1.81亿 (180,671,000)",3.65,,"1.79千万 (17,909,009)",3.81,,"5.24千万 (52,400,000)",2.69,,"7.22千万 (72,179,226)",6.06,,"4.51亿 (450,547,679)",5.91,,"2.5千万 (25,012,374)",6.09,,"9.25千万 (92,500,572)",2,,"3.27千万 (32,670,039)",6.35,,"3.39百万 (3,388,764)",7.45,,"4.66千万 (46,621,669)",2.85,,"7.28千万 (72,814,900)",2.37,,"9.0百万 (8,996,973)",7.45
1959,"1.78亿 (177,622,013)",,,"1.75千万 (17,502,043)",,,"5.22千万 (52,218,942)",,,"7.01千万 (70,146,513)",6.08,,"4.41亿 (440,813,896)",5.91,,"2.43千万 (24,295,670)",6.22,,"9.17千万 (91,681,328)",2.04,,"3.17千万 (31,698,431)",6.29,,"3.3百万 (3,295,583)",7.43,,"4.62千万 (46,242,129)",2.82,,"7.22千万 (72,247,225)",,,"8.83百万 (8,834,445)",7.45
